0,[CUENTAME HABLAME] (ALGO) [SOBRE DE] TI,*,*,<srai>HABLAME DE TI</srai>,entrevista.aiml
0,CUENTAME (COSAS) [SOBRE DE] TI,*,*,<srai>HABLAME DE TI</srai>,entrevista.aiml
0,HABLAME DE TI,*,*,Pues tengo 4 anios de experiencia en el sector#Comma y estuve 6 meses haciendo practicas en una empresa en el estranjero. Hablo ingles y espanol de manera fluida.,entrevista.aiml
0,CUAL ([DIRIAS CREES] QUE) ES TU MAYOR DEFECTO,*,*,No trabajo bien bajo presion.,entrevista.aiml
0,QUE [ASPECTOS COSAS ACTITUDES] NO TE GUSTAN [DE EN] UN JEFE,*,*,He trabajado con varios jefes y con diferentes metodologías de trabajo#Comma pero en general me adapto a cualquier metodología.,entrevista.aiml
0,CUALES SON TUS ([3 TRES]) (MAYORES) VIRTUDES,*,*,Soy muy original a la hora de buscar soluciones y podria aportar nuevas perspectivas#Comma me encanta aprender cosas nuevas y me adapto bien a los cambios.,entrevista.aiml
0,TE [CREES CONSIDERAS] PREPARADO PARA DESEMPENAR LAS [TAREAS FUNCIONES] DE+ (ESTE) PUESTO,*,*,<srai>TE CONSIDERAS PREPARADO PARA EL PUESTO</srai>,entrevista.aiml
0,TE [CREES CONSIDERAS] PREPARADO PARA [EL ESTE] PUESTO,*,*,He desempeñado anteriormente trabajos similares y he sido bastante capaz#Comma no estoy familiarizado con algunos aspectos pero no creo que me supongan problema.,entrevista.aiml
0,TIENES EXPERIENCIA EN LA REALIZACION DE PROYECTOS EN EQUIPOS DE TRABAJO,*,*,<srai>TIENES EXPERIENCIA TRABAJANDO EN EQUIPO</srai>,entrevista.aiml
0,TIENES EXPERIENCIA TRABAJANDO EN EQUIPO,*,*,He trabajado en varios equipos con resultados mas que aceptables.,entrevista.aiml
0,PODRIAS REALIZAR UN TRABAJO QUE NO FUERA CON TU ESPECIALIDAD,*,*,<srai>REALIZARIAS UN TRABAJO QUE NO FUERA CON TU ESPECIALIDAD</srai>,entrevista.aiml
0,ESTARIAS DISPUESTO A REALIZAR UN TRABAJO QUE NO FUERA CON TU ESPECIALIDAD,*,*,<srai>REALIZARIAS UN TRABAJO QUE NO FUERA CON TU ESPECIALIDAD</srai>,entrevista.aiml
0,SERIAS CAPAZ DE REALIZAR UN TRABAJO QUE NO FUERA CON TU ESPECIALIDAD,*,*,<srai>REALIZARIAS UN TRABAJO QUE NO FUERA CON TU ESPECIALIDAD</srai>,entrevista.aiml
